,observation_date,PCEPILFE_20000801,PCEPILFE_20000828,PCEPILFE_20000929,PCEPILFE_20001030,PCEPILFE_20001130,PCEPILFE_20001222,PCEPILFE_20010201,PCEPILFE_20010301,PCEPILFE_20010330,PCEPILFE_20010430,PCEPILFE_20010529,PCEPILFE_20010702,PCEPILFE_20010731,PCEPILFE_20010830,PCEPILFE_20011001,PCEPILFE_20011101,PCEPILFE_20011203,PCEPILFE_20011221,PCEPILFE_20020131,PCEPILFE_20020301,PCEPILFE_20020329,PCEPILFE_20020429,PCEPILFE_20020528,PCEPILFE_20020628,PCEPILFE_20020802,PCEPILFE_20020830,PCEPILFE_20020930,PCEPILFE_20021101,PCEPILFE_20021127,PCEPILFE_20021223,PCEPILFE_20030131,PCEPILFE_20030303,PCEPILFE_20030328,PCEPILFE_20030428,PCEPILFE_20030530,PCEPILFE_20030627,PCEPILFE_20030801,PCEPILFE_20030829,PCEPILFE_20030929,PCEPILFE_20031031,PCEPILFE_20031126,PCEPILFE_20031223,PCEPILFE_20040105,PCEPILFE_20040202,PCEPILFE_20040301,PCEPILFE_20040326,PCEPILFE_20040430,PCEPILFE_20040528,PCEPILFE_20040628,PCEPILFE_20040803,PCEPILFE_20040830,PCEPILFE_20040930,PCEPILFE_20041101,PCEPILFE_20041201,PCEPILFE_20041223,PCEPILFE_20050131,PCEPILFE_20050228,PCEPILFE_20050331,PCEPILFE_20050429,PCEPILFE_20050527,PCEPILFE_20050630,PCEPILFE_20050802,PCEPILFE_20050901,PCEPILFE_20050930,PCEPILFE_20051031,PCEPILFE_20051201,PCEPILFE_20051222,PCEPILFE_20060130,PCEPILFE_20060301,PCEPILFE_20060331,PCEPILFE_20060501,PCEPILFE_20060526,PCEPILFE_20060630,PCEPILFE_20060801,PCEPILFE_20060831,PCEPILFE_20060929,PCEPILFE_20061030,PCEPILFE_20061130,PCEPILFE_20061222,PCEPILFE_20070201,PCEPILFE_20070301,PCEPILFE_20070330,PCEPILFE_20070430,PCEPILFE_20070601,PCEPILFE_20070629,PCEPILFE_20070731,PCEPILFE_20070831,PCEPILFE_20070928,PCEPILFE_20071101,PCEPILFE_20071130,PCEPILFE_20071221,PCEPILFE_20080131,PCEPILFE_20080229,PCEPILFE_20080328,PCEPILFE_20080501,PCEPILFE_20080530,PCEPILFE_20080627,PCEPILFE_20080804,PCEPILFE_20080829,PCEPILFE_20080929,PCEPILFE_20081031,PCEPILFE_20081126,PCEPILFE_20081224,PCEPILFE_20090202,PCEPILFE_20090302,PCEPILFE_20090327,PCEPILFE_20090430,PCEPILFE_20090601,PCEPILFE_20090626,PCEPILFE_20090804,PCEPILFE_20090805,PCEPILFE_20090828,PCEPILFE_20091001,PCEPILFE_20091030,PCEPILFE_20091125,PCEPILFE_20091223,PCEPILFE_20100201,PCEPILFE_20100301,PCEPILFE_20100329,PCEPILFE_20100503,PCEPILFE_20100528,PCEPILFE_20100628,PCEPILFE_20100803,PCEPILFE_20100830,PCEPILFE_20101001,PCEPILFE_20101101,PCEPILFE_20101124,PCEPILFE_20101223,PCEPILFE_20110131,PCEPILFE_20110228,PCEPILFE_20110328,PCEPILFE_20110429,PCEPILFE_20110527,PCEPILFE_20110627,PCEPILFE_20110802,PCEPILFE_20110829,PCEPILFE_20110930,PCEPILFE_20111028,PCEPILFE_20111123,PCEPILFE_20111223,PCEPILFE_20120130,PCEPILFE_20120301,PCEPILFE_20120330,PCEPILFE_20120430,PCEPILFE_20120601,PCEPILFE_20120629,PCEPILFE_20120731,PCEPILFE_20120830,PCEPILFE_20120928,PCEPILFE_20121029,PCEPILFE_20121130,PCEPILFE_20121221,PCEPILFE_20130131,PCEPILFE_20130301,PCEPILFE_20130329,PCEPILFE_20130429,PCEPILFE_20130531,PCEPILFE_20130627,PCEPILFE_20130802,PCEPILFE_20130830,PCEPILFE_20130927,PCEPILFE_20131108,PCEPILFE_20131206,PCEPILFE_20131223,PCEPILFE_20140131,PCEPILFE_20140303,PCEPILFE_20140328,PCEPILFE_20140501,PCEPILFE_20140530,PCEPILFE_20140626,PCEPILFE_20140801,PCEPILFE_20140829,PCEPILFE_20140929,PCEPILFE_20141031,PCEPILFE_20141126,PCEPILFE_20141223,PCEPILFE_20150202,PCEPILFE_20150302,PCEPILFE_20150330,PCEPILFE_20150430,PCEPILFE_20150601,PCEPILFE_20150625,PCEPILFE_20150803,PCEPILFE_20150828,PCEPILFE_20150928,PCEPILFE_20151030,PCEPILFE_20151125,PCEPILFE_20151223,PCEPILFE_20160201,PCEPILFE_20160226,PCEPILFE_20160328,PCEPILFE_20160429,PCEPILFE_20160531,PCEPILFE_20160629,PCEPILFE_20160802,PCEPILFE_20160829,PCEPILFE_20160930,PCEPILFE_20161031,PCEPILFE_20161130,PCEPILFE_20161222,PCEPILFE_20170130,PCEPILFE_20170301,PCEPILFE_20170331,PCEPILFE_20170501,PCEPILFE_20170530,PCEPILFE_20170630,PCEPILFE_20170801,PCEPILFE_20170831,PCEPILFE_20170929,PCEPILFE_20171030,PCEPILFE_20171130,PCEPILFE_20171222,PCEPILFE_20180129,PCEPILFE_20180301,PCEPILFE_20180329,PCEPILFE_20180430,PCEPILFE_20180531,PCEPILFE_20180629,PCEPILFE_20180731,PCEPILFE_20180830,PCEPILFE_20180928,PCEPILFE_20181029,PCEPILFE_20181129,PCEPILFE_20181221,PCEPILFE_20190301,PCEPILFE_20190329,PCEPILFE_20190429,PCEPILFE_20190531,PCEPILFE_20190628,PCEPILFE_20190730,PCEPILFE_20190830,PCEPILFE_20190927,PCEPILFE_20191031,PCEPILFE_20191127,PCEPILFE_20191220,PCEPILFE_20200131,PCEPILFE_20200228,PCEPILFE_20200327,PCEPILFE_20200430,PCEPILFE_20200529,PCEPILFE_20200626,PCEPILFE_20200731,PCEPILFE_20200828,PCEPILFE_20201001,PCEPILFE_20201030,PCEPILFE_20201125,PCEPILFE_20201223
398,1992-03-01,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,90.71,,85.48,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,85.484,,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.651,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,77.688,72.472,72.472,72.472,72.472,72.472,72.472,72.472,72.472,72.472,72.472,72.472,72.472,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,72.473,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026,69.026
399,1992-04-01,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,,85.72,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,85.717,,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.899,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,77.936,72.708,72.708,72.708,72.708,72.708,72.708,72.708,72.708,72.708,72.708,72.708,72.708,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,72.71,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252,69.252
400,1992-05-01,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,91.13,,85.85,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,85.851,,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.012,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,78.049,72.812,72.812,72.812,72.812,72.812,72.812,72.812,72.812,72.812,72.812,72.812,72.812,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,72.813,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35,69.35
401,1992-06-01,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,,85.94,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,85.942,,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.083,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,78.12,72.867,72.867,72.867,72.867,72.867,72.867,72.867,72.867,72.867,72.867,72.867,72.867,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,72.869,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404,69.404
402,1992-07-01,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,,86.32,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,86.319,,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.392,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,78.429,73.142,73.142,73.142,73.142,73.142,73.142,73.142,73.142,73.142,73.142,73.142,73.142,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,73.144,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666,69.666
403,1992-08-01,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,,86.43,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,86.426,,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.464,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,78.501,73.209,73.209,73.209,73.209,73.209,73.209,73.209,73.209,73.209,73.209,73.209,73.209,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,73.21,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73
404,1992-09-01,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,,86.55,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,86.552,,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.574,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,78.612,73.329,73.329,73.329,73.329,73.329,73.329,73.329,73.329,73.329,73.329,73.329,73.329,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,73.331,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843,69.843
405,1992-10-01,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,,86.87,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,86.869,,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.844,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,78.881,73.613,73.613,73.613,73.613,73.613,73.613,73.613,73.613,73.613,73.613,73.613,73.613,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,73.615,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112,70.112
406,1992-11-01,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,92.36,,87.02,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,87.021,,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,78.982,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,79.019,73.777,73.777,73.777,73.777,73.777,73.777,73.777,73.777,73.777,73.777,73.777,73.777,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,73.779,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265,70.265
407,1992-12-01,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,,87.15,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.094,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,79.132,73.915,73.915,73.915,73.915,73.915,73.915,73.915,73.915,73.915,73.915,73.915,73.915,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,73.917,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395,70.395
408,1993-01-01,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,92.74,,87.36,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,87.364,,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.285,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,79.323,74.128,74.128,74.128,74.128,74.128,74.128,74.128,74.128,74.128,74.128,74.128,74.128,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6
