observation_date,JCXFE_19990729,JCXFE_19990826,JCXFE_19990930,JCXFE_19991030,JCXFE_19991124,JCXFE_19991222,JCXFE_20000128,JCXFE_20000225,JCXFE_20000330,JCXFE_20000403,JCXFE_20000427,JCXFE_20000525,JCXFE_20000629,JCXFE_20000728,JCXFE_20000825,JCXFE_20000928,JCXFE_20001027,JCXFE_20001129,JCXFE_20001221,JCXFE_20010131,JCXFE_20010228,JCXFE_20010427,JCXFE_20010525,JCXFE_20010727,JCXFE_20010829,JCXFE_20010928,JCXFE_20011031,JCXFE_20011130,JCXFE_20011221,JCXFE_20020130,JCXFE_20020228,JCXFE_20020328,JCXFE_20020426,JCXFE_20020524,JCXFE_20020627,JCXFE_20020731,JCXFE_20020829,JCXFE_20020927,JCXFE_20021031,JCXFE_20021126,JCXFE_20021220,JCXFE_20030130,JCXFE_20030228,JCXFE_20030327,JCXFE_20030425,JCXFE_20030529,JCXFE_20030731,JCXFE_20030828,JCXFE_20030926,JCXFE_20031030,JCXFE_20031125,JCXFE_20031211,JCXFE_20031223,JCXFE_20040130,JCXFE_20040227,JCXFE_20040325,JCXFE_20040429,JCXFE_20040527,JCXFE_20040625,JCXFE_20040730,JCXFE_20040827,JCXFE_20040929,JCXFE_20041029,JCXFE_20041130,JCXFE_20041222,JCXFE_20050128,JCXFE_20050225,JCXFE_20050330,JCXFE_20050428,JCXFE_20050526,JCXFE_20050629,JCXFE_20050729,JCXFE_20050831,JCXFE_20050929,JCXFE_20051028,JCXFE_20051130,JCXFE_20051221,JCXFE_20060127,JCXFE_20060228,JCXFE_20060330,JCXFE_20060428,JCXFE_20060525,JCXFE_20060629,JCXFE_20060728,JCXFE_20060830,JCXFE_20060928,JCXFE_20061027,JCXFE_20061129,JCXFE_20061221,JCXFE_20070131,JCXFE_20070228,JCXFE_20070329,JCXFE_20070427,JCXFE_20070531,JCXFE_20070628,JCXFE_20070727,JCXFE_20070830,JCXFE_20070927,JCXFE_20071031,JCXFE_20071129,JCXFE_20071220,JCXFE_20080130,JCXFE_20080228,JCXFE_20080327,JCXFE_20080430,JCXFE_20080529,JCXFE_20080626,JCXFE_20080731,JCXFE_20080926,JCXFE_20081030,JCXFE_20081125,JCXFE_20081223,JCXFE_20090130,JCXFE_20090227,JCXFE_20090326,JCXFE_20090429,JCXFE_20090529,JCXFE_20090625,JCXFE_20090731,JCXFE_20090805,JCXFE_20090827,JCXFE_20090930,JCXFE_20091029,JCXFE_20091124,JCXFE_20091222,JCXFE_20100129,JCXFE_20100226,JCXFE_20100326,JCXFE_20100430,JCXFE_20100527,JCXFE_20100625,JCXFE_20100730,JCXFE_20100827,JCXFE_20100930,JCXFE_20101029,JCXFE_20101123,JCXFE_20101222,JCXFE_20110128,JCXFE_20110225,JCXFE_20110325,JCXFE_20110428,JCXFE_20110526,JCXFE_20110624,JCXFE_20110729,JCXFE_20110826,JCXFE_20110929,JCXFE_20111027,JCXFE_20111122,JCXFE_20111222,JCXFE_20120127,JCXFE_20120229,JCXFE_20120329,JCXFE_20120427,JCXFE_20120531,JCXFE_20120628,JCXFE_20120727,JCXFE_20120829,JCXFE_20120927,JCXFE_20121026,JCXFE_20121129,JCXFE_20121220,JCXFE_20130130,JCXFE_20130228,JCXFE_20130328,JCXFE_20130426,JCXFE_20130530,JCXFE_20130626,JCXFE_20130731,JCXFE_20130829,JCXFE_20130926,JCXFE_20131107,JCXFE_20131205,JCXFE_20131220,JCXFE_20140130,JCXFE_20140228,JCXFE_20140327,JCXFE_20140430,JCXFE_20140529,JCXFE_20140625,JCXFE_20140730,JCXFE_20140926,JCXFE_20141030,JCXFE_20141125,JCXFE_20141223,JCXFE_20150130,JCXFE_20150227,JCXFE_20150327,JCXFE_20150429,JCXFE_20150529,JCXFE_20150624,JCXFE_20150730,JCXFE_20150827,JCXFE_20150925,JCXFE_20151029,JCXFE_20151124,JCXFE_20151222,JCXFE_20160129,JCXFE_20160226,JCXFE_20160325,JCXFE_20160428,JCXFE_20160527,JCXFE_20160628,JCXFE_20160729,JCXFE_20160826,JCXFE_20160929,JCXFE_20161028,JCXFE_20161129,JCXFE_20161222,JCXFE_20170127,JCXFE_20170228,JCXFE_20170330,JCXFE_20170428,JCXFE_20170526,JCXFE_20170629,JCXFE_20170728,JCXFE_20170830,JCXFE_20170928,JCXFE_20171027,JCXFE_20171129,JCXFE_20171221,JCXFE_20180126,JCXFE_20180228,JCXFE_20180427,JCXFE_20180530,JCXFE_20180628,JCXFE_20180727,JCXFE_20180829,JCXFE_20180927,JCXFE_20181026,JCXFE_20181128,JCXFE_20181221,JCXFE_20190228,JCXFE_20190328,JCXFE_20190426,JCXFE_20190530,JCXFE_20190627,JCXFE_20190726,JCXFE_20190829,JCXFE_20190926,JCXFE_20191030,JCXFE_20191127,JCXFE_20191220,JCXFE_20200130,JCXFE_20200227,JCXFE_20200326,JCXFE_20200429,JCXFE_20200528,JCXFE_20200625,JCXFE_20200730,JCXFE_20200827,JCXFE_20200930,JCXFE_20201029,JCXFE_20201125,JCXFE_20201222,JCXFE_20210128
1986-01-01,76.034,76.034,76.034,71.36,71.36,71.36,71.36,71.36,71.36,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,70.82,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,67.32,,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.099,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,61.128,58.247,58.247,58.247,58.247,58.247,58.247,58.247,58.247,58.247,58.247,58.247,58.247,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,58.248,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294,55.294
1986-04-01,76.723,76.723,76.723,71.95,71.95,71.95,71.95,71.95,71.95,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,71.42,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.641,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,61.671,58.633,58.633,58.633,58.633,58.633,58.633,58.633,58.633,58.633,58.633,58.633,58.633,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,58.634,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673,55.673
1986-07-01,77.517,77.517,77.517,72.61,72.61,72.61,72.61,72.61,72.61,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,72.09,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,68.551,,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,59.021,59.021,59.021,59.021,59.021,59.021,59.021,59.021,59.021,59.021,59.021,59.021,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,59.023,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055,56.055
1986-10-01,78.26,78.26,78.26,73.29,73.29,73.29,73.29,73.29,73.29,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.818,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,62.848,59.494,59.494,59.494,59.494,59.494,59.494,59.494,59.494,59.494,59.494,59.494,59.494,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,59.495,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511,56.511
1987-01-01,79.006,79.006,79.006,74.04,74.04,74.04,74.04,74.04,74.04,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,73.6,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,69.794,,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.404,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,63.434,59.865,59.865,59.865,59.865,59.865,59.865,59.865,59.865,59.865,59.865,59.865,59.865,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,59.866,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865,56.865
1987-04-01,79.793,79.793,79.793,74.82,74.82,74.82,74.82,74.82,74.82,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,70.394,,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.955,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,63.986,60.435,60.435,60.435,60.435,60.435,60.435,60.435,60.435,60.435,60.435,60.435,60.435,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,60.437,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416,57.416
1987-07-01,80.625,80.625,80.625,75.47,75.47,75.47,75.47,75.47,75.47,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,75.08,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,71.092,,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.593,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,64.624,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,60.972,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93
1987-10-01,81.655,81.655,81.655,76.35,76.35,76.35,76.35,76.35,76.35,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,75.97,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.249,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,61.599,61.599,61.599,61.599,61.599,61.599,61.599,61.599,61.599,61.599,61.599,61.599,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,61.601,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519,58.519
1988-01-01,82.256,82.256,82.256,76.94,76.94,76.94,76.94,76.94,76.94,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,76.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.929,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,62.184,62.184,62.184,62.184,62.184,62.184,62.184,62.184,62.184,62.184,62.184,62.184,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,62.186,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083,59.083
1988-04-01,83.356,83.356,83.356,77.91,77.91,77.91,77.91,77.91,77.91,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,77.54,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,73.456,,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.721,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,66.753,62.938,62.938,62.938,62.938,62.938,62.938,62.938,62.938,62.938,62.938,62.938,62.938,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,62.94,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8
1988-07-01,84.408,84.408,84.408,78.78,78.78,78.78,78.78,78.78,78.78,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,74.262,,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.492,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,67.524,63.663,63.663,63.663,63.663,63.663,63.663,63.663,63.663,63.663,63.663,63.663,63.663,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,63.665,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489,60.489
